0,1,2
-8.649639,41.1541515,74
-8.6502105,41.153985,74
-8.650728,41.153526,74
-8.651367,41.152932,74
-8.652564000000002,41.152418999999995,74
-8.6542065,41.1522345,74
-8.655669,41.1519195,74
-8.657036999999999,41.15133,74
-8.658607499999999,41.1509115,74
-8.6597595,41.1507315,74
-8.6606505,41.150565,74
-8.661348,41.150466,74
-8.661483,41.1504795,74
-8.6614875,41.150484,74
-8.66205,41.150493,74
-8.663373,41.150574,74
-8.664138000000001,41.150646,74
-8.66558925,41.15094075,74
-8.666275500000001,41.151163499999996,74
-8.66696175,41.15138625,74
-8.668368,41.151972,74
-8.669088,41.152335,74
-8.670366,41.153116499999996,74
-8.6713785,41.153913,74
-8.672017499999999,41.154475500000004,74
-8.6723775,41.1551415,74
-8.6729445,41.155227,74
-8.673858,41.155218000000005,74
-8.6748975,41.1561765,74
-8.675865,41.1565995,74
-8.675430096774194,41.156402225806445,74
-8.674545193548388,41.1563534516129,74
-8.673660290322582,41.15630467741935,74
-8.672775387096774,41.156255903225805,74
-8.671890483870968,41.15620712903225,74
-8.671005580645161,41.15615835483871,74
-8.670120677419355,41.15610958064516,74
-8.669235774193549,41.15606080645161,74
-8.668350870967743,41.15601203225806,74
-8.667465967741936,41.15596325806452,74
-8.66658106451613,41.155914483870966,74
-8.665696161290322,41.155865709677414,74
-8.664811258064516,41.15581693548387,74
-8.66392635483871,41.15576816129032,74
-8.663041451612903,41.155719387096774,74
-8.662156548387097,41.15567061290322,74
-8.66127164516129,41.15562183870968,74
-8.660386741935485,41.155573064516126,74
-8.659501838709678,41.15552429032258,74
-8.65861693548387,41.15547551612903,74
-8.657732032258064,41.15542674193548,74
-8.656847129032258,41.155377967741934,74
-8.655962225806451,41.15532919354838,74
-8.655077322580645,41.15528041935484,74
-8.654192419354839,41.15523164516129,74
-8.653307516129033,41.15518287096774,74
-8.652422612903226,41.15513409677419,74
-8.651537709677418,41.155085322580646,74
-8.650652806451612,41.155036548387095,74
-8.649767903225806,41.15498777419355,74
-8.64976718181818,41.15496190909091,74
-8.650651363636364,41.154984818181816,74
-8.651535545454545,41.155007727272725,74
-8.652419727272727,41.155030636363634,74
-8.653303909090909,41.15505354545454,74
-8.654188090909091,41.15507645454545,74
-8.655072272727272,41.15509936363636,74
-8.655956454545453,41.15512227272727,74
-8.656840636363636,41.155145181818185,74
-8.657724818181817,41.15516809090909,74
-8.658609,41.155191,74
-8.659493181818181,41.15521390909091,74
-8.660377363636364,41.15523681818182,74
-8.661261545454545,41.15525972727273,74
-8.662145727272726,41.15528263636364,74
-8.663029909090909,41.155305545454546,74
-8.66391409090909,41.155328454545455,74
-8.664798272727273,41.15535136363636,74
-8.665682454545454,41.15537427272727,74
-8.666566636363635,41.15539718181818,74
-8.667450818181818,41.15542009090909,74
-8.668334999999999,41.155443,74
-8.669219181818182,41.15546590909091,74
-8.670103363636363,41.155488818181816,74
-8.670987545454546,41.15551172727273,74
-8.671871727272727,41.15553463636364,74
-8.672755909090908,41.15555754545455,74
-8.67364009090909,41.15558045454546,74
-8.674524272727272,41.15560336363637,74
-8.675408454545455,41.155626272727275,74
-8.676292636363636,41.155649181818184,74
-8.677176818181819,41.15567209090909,74
-8.6783535,41.1559785,74
-8.6788845,41.156563500000004,74
-8.679429,41.1571845,74
-8.6802975,41.158179000000004,74
-8.6812425,41.159295,74
-8.6816835,41.1597,74
-8.681751,41.159645999999995,74
-8.649684,41.154349499999995,74
-8.649859500000002,41.1543675,74
-8.649972,41.1542865,74
-8.650219499999999,41.1539805,74
-8.6509845,41.153103,74
-8.6517,41.1524325,74
-8.652393,41.152257000000006,74
-8.653797,41.152144500000006,74
-8.655258,41.1519,74
-8.655882,41.151651,74
-8.656659000000001,41.15133,74
-8.657289,41.151109500000004,74
-8.658588,41.150808000000005,74
-8.659410000000001,41.150655,74
-8.661102,41.150487000000005,74
-8.661972,41.150472,74
-8.663631,41.150574,74
-8.66442,41.150691,74
-8.665992000000001,41.151047999999996,74
-8.666775,41.151288,74
-8.668245,41.151876,74
-8.668932,41.152224,74
-8.670147,41.152962,74
-8.670675000000001,41.153352,74
-8.671729500000001,41.1543135,74
-8.672683500000002,41.1551865,74
-8.673507,41.154984,74
-8.674658999999998,41.1540525,74
